vendor_id,vendor_name,category,subcategory,risk_score,financial_health,location,size,contract_start,primary_contact,payment_terms,preferred_vendor_status,spend_volume_tier,contract_complexity,renewal_frequency,price_escalation_terms
V0677,Harrison Group,Marketing,SEO,0.46,Average,New Jeffrey,Small,2024-05-08,sandra72@example.com,Net 60,False,Low,Low,Annual,Fixed
V0678,"Dawson, Moyer and Whitaker",Facilities,Maintenance,1.59,Average,Lauraburgh,Small,2023-09-27,justincurry@example.net,Net 45,False,Medium,Medium,Biennial,CPI Linked
V0679,Anderson-Gonzalez,HR,Training,5.98,Poor,Garciachester,Large,2023-06-20,jimmy80@example.org,Net 45,True,High,Low,Biennial,CPI Linked
V0680,Ibarra-Kelly,IT,Cloud,0.45,Average,East Maria,Large,2024-04-26,romanmatthew@example.org,Net 45,True,Low,Low,Annual,Negotiated
V0681,"Perez, Hoffman and Tucker",HR,Recruiting,3.83,Poor,Kristenton,Large,2024-01-21,paula89@example.net,Net 30,True,Low,Medium,Biennial,CPI Linked
V0682,Mccarthy Group,HR,Training,6.8,Poor,Estesville,Medium,2022-08-23,colonbobby@example.org,Net 60,False,High,Low,Biennial,Fixed
V0683,Soto and Sons,Operations,Logistics,2.48,Poor,Ericport,Medium,2023-12-04,fgill@example.net,Net 30,True,Low,Medium,Annual,Negotiated
V0684,Moore LLC,IT,Cloud,3.99,Poor,Loriville,Small,2024-03-22,scottperry@example.org,Net 30,False,Low,High,Biennial,CPI Linked
V0685,Davenport Group,IT,Cloud,6.01,Good,Justinburgh,Small,2022-08-07,nathan65@example.net,Net 60,True,Medium,High,Annual,CPI Linked
V0686,"Sanchez, Mullins and Moreno",Facilities,Maintenance,2.3,Poor,East Laurie,Large,2023-04-19,hvillanueva@example.net,Net 45,True,Medium,Medium,Annual,Fixed
V0687,Acevedo-Ramos,HR,Training,9.19,Poor,Lake Lindaland,Large,2022-08-06,leroy26@example.org,Net 60,True,Low,Medium,Biennial,Negotiated
V0688,Malone-Keller,HR,Training,8.26,Good,New Brian,Medium,2023-10-05,robert84@example.net,Net 45,False,Medium,Low,Annual,Negotiated
V0689,"Edwards, Cooper and Wilcox",Operations,Logistics,6.38,Average,Lake Richard,Medium,2023-10-15,paigeweber@example.net,Net 45,True,High,Low,Annual,CPI Linked
V0690,"Ramos, Reed and Cain",Operations,Logistics,0.42,Good,Roweport,Small,2022-08-06,medinapeter@example.net,Net 45,True,Low,Medium,Biennial,Negotiated
V0691,"Hobbs, Meyer and Fernandez",Facilities,Cleaning,9.39,Poor,North William,Medium,2023-01-30,katherine20@example.org,Net 30,True,High,High,Biennial,Fixed
V0692,"Vargas, Allen and Schroeder",Facilities,Maintenance,4.0,Average,Benitezville,Small,2023-12-22,skinnerjordan@example.net,Net 60,False,Low,High,Annual,CPI Linked
V0693,Martinez-Sherman,IT,Cloud,5.33,Good,South Kennethtown,Medium,2023-05-19,tonya99@example.net,Net 60,False,High,Low,Annual,CPI Linked
V0694,"Wade, Richard and Hall",Marketing,SEO,5.16,Poor,Justinshire,Small,2023-11-06,jenniferstone@example.org,Net 30,False,Medium,Medium,Biennial,Negotiated
V0695,Murphy PLC,IT,Software,3.73,Average,Port Kimberly,Large,2023-05-20,thomasronald@example.com,Net 60,True,Medium,High,Annual,Fixed
V0696,Davis Group,IT,Cloud,5.95,Good,South Jason,Medium,2022-08-01,erica69@example.net,Net 60,False,Low,High,Annual,Negotiated
V0697,"Maxwell, Wiggins and Silva",Operations,Utilities,9.69,Good,Barajasfort,Large,2023-12-22,jcolon@example.net,Net 45,False,Low,High,Biennial,CPI Linked
V0698,Washington Group,HR,Training,1.96,Average,Lake William,Medium,2023-07-17,bensonstanley@example.org,Net 60,True,Low,High,Annual,Fixed
V0699,"Moore, Hansen and Dorsey",HR,Training,4.44,Average,New Melissaville,Small,2022-09-03,ashley08@example.org,Net 30,True,Medium,Medium,Annual,Negotiated
V0700,Watson LLC,Marketing,SEO,1.86,Average,Kellytown,Small,2024-02-06,douglaslawrence@example.org,Net 30,False,Low,Medium,Annual,CPI Linked
V0701,Small-Lewis,Facilities,Cleaning,0.92,Poor,Smithside,Medium,2023-02-27,harrellrobert@example.net,Net 60,False,Low,Medium,Annual,CPI Linked
V0702,Knight-Mccullough,Facilities,Maintenance,0.98,Poor,Alvarezberg,Large,2024-01-14,williammurray@example.com,Net 60,False,High,High,Annual,CPI Linked
V0703,"Cole, Cline and Nguyen",IT,Hardware,6.07,Good,Hughesfurt,Medium,2023-02-20,rubiopamela@example.net,Net 30,True,Medium,Medium,Biennial,CPI Linked
V0704,Brewer-Cline,HR,Training,8.27,Average,New Crystalport,Small,2023-08-11,schneiderchristopher@example.net,Net 60,False,High,High,Annual,Fixed
V0705,"Ray, Brown and Hudson",Facilities,Maintenance,1.69,Good,Port Thomas,Small,2024-04-28,martinezsharon@example.org,Net 60,True,Low,High,Annual,Fixed
V0706,Hill and Sons,HR,Training,6.74,Poor,Port Janice,Medium,2024-04-21,imiller@example.net,Net 45,False,High,Low,Annual,Fixed
V0707,Morales-Williams,Marketing,Digital Ads,5.85,Average,West Samuelchester,Small,2022-06-20,patrick11@example.org,Net 30,True,Low,Low,Annual,CPI Linked
V0708,"Jackson, Thomas and Scott",Facilities,Maintenance,5.44,Good,East Kristopherchester,Small,2023-11-11,brianwoodward@example.org,Net 45,False,Medium,High,Annual,Fixed
V0709,Reeves LLC,Facilities,Cleaning,9.73,Good,Garciaberg,Small,2023-04-18,jonathan10@example.org,Net 60,True,High,Low,Biennial,Negotiated
V0710,Goodwin PLC,HR,Training,3.19,Good,South William,Medium,2023-06-28,ravery@example.org,Net 30,True,Medium,High,Biennial,CPI Linked
V0711,Marshall-Russell,IT,Cloud,2.38,Average,Johnsonbury,Large,2024-05-11,adamstabitha@example.net,Net 60,False,Low,Low,Biennial,CPI Linked
V0712,Sanchez PLC,Marketing,SEO,5.9,Average,West Ashley,Small,2023-05-14,mathisvincent@example.org,Net 60,False,Low,Low,Biennial,Fixed
V0713,Fernandez-Jackson,HR,Training,9.87,Good,New Stephanie,Small,2024-05-09,dwilliams@example.net,Net 60,False,Medium,Medium,Biennial,Fixed
V0714,Delgado-Jackson,Operations,Logistics,6.46,Poor,South Joshuaview,Small,2024-03-15,okidd@example.org,Net 45,False,Low,Low,Annual,Negotiated
V0715,"Pittman, Campbell and Martin",Operations,Utilities,5.46,Average,West Christopherville,Small,2024-03-08,jessicalutz@example.com,Net 30,True,Low,Medium,Annual,Negotiated
V0716,Bishop LLC,Marketing,Events,7.06,Good,Cynthiamouth,Large,2022-12-31,eileenmorris@example.org,Net 45,False,Low,Low,Annual,Negotiated
V0717,Haley-Murphy,Facilities,Maintenance,9.79,Poor,Lake Sandra,Large,2023-09-17,asmith@example.net,Net 30,False,Low,Medium,Annual,CPI Linked
V0718,Gutierrez Ltd,Operations,Logistics,7.41,Average,Farmerside,Small,2022-08-04,ryanpatricia@example.net,Net 30,True,High,Medium,Biennial,CPI Linked
V0719,Chambers-Gomez,Facilities,Cleaning,4.0,Average,Careystad,Medium,2023-03-29,marycain@example.org,Net 45,False,High,High,Annual,Fixed
V0720,Ford and Sons,Operations,Utilities,5.58,Poor,Smithtown,Large,2024-01-12,erin53@example.org,Net 30,True,Medium,High,Biennial,CPI Linked
V0721,"Garrett, Stokes and Walker",Operations,Logistics,7.78,Average,Coffeyton,Small,2023-01-06,tconway@example.net,Net 45,False,High,High,Biennial,Fixed
V0722,Smith Ltd,Marketing,Events,6.2,Good,Rodriguezview,Medium,2023-08-18,mjackson@example.net,Net 60,False,Medium,Medium,Annual,Fixed
V0723,"Knight, Fleming and Cunningham",Operations,Logistics,8.08,Good,New Davidland,Medium,2022-09-08,sarah38@example.net,Net 30,True,Low,Medium,Biennial,CPI Linked
V0724,Lee-Gregory,Operations,Utilities,8.75,Average,Erinmouth,Medium,2022-06-03,pdavidson@example.org,Net 60,False,Low,Low,Biennial,Negotiated
V0725,Reynolds-Carney,Operations,Utilities,2.88,Average,Davidhaven,Small,2023-05-30,wward@example.org,Net 60,True,High,Low,Biennial,CPI Linked
V0726,"Walker, Ramirez and Fisher",Facilities,Cleaning,7.27,Poor,Stewartfurt,Medium,2022-10-31,christopher90@example.net,Net 30,True,Low,Low,Annual,CPI Linked
V0727,Spence Group,Marketing,Digital Ads,8.48,Poor,East Jamesmouth,Large,2023-01-29,garrettcolin@example.com,Net 30,False,High,Low,Annual,CPI Linked
V0728,Morton-Watkins,Operations,Utilities,8.12,Good,Marybury,Large,2022-08-24,vallen@example.org,Net 60,False,High,Low,Annual,Fixed
V0729,Stone-Young,HR,Recruiting,3.26,Poor,Port Carolmouth,Large,2024-01-16,garrettbeth@example.org,Net 45,True,High,High,Annual,CPI Linked
V0730,Rangel Group,Facilities,Maintenance,0.89,Good,Pamelaland,Small,2024-01-30,bryanlang@example.org,Net 60,True,High,High,Annual,CPI Linked
V0731,Bishop-Reynolds,Facilities,Maintenance,9.18,Average,Lake Brianton,Small,2023-01-17,nmorales@example.com,Net 30,False,Medium,Medium,Annual,Negotiated
V0732,Hancock Ltd,Marketing,SEO,7.63,Poor,South Patrickchester,Small,2024-04-15,morgansharon@example.org,Net 60,True,Medium,Medium,Biennial,Negotiated
V0733,Holmes-Matthews,Marketing,Events,7.47,Average,North Alexanderland,Medium,2023-09-05,rebeccamartinez@example.net,Net 30,True,High,Medium,Biennial,CPI Linked
V0734,Kelly-Olson,IT,Software,6.07,Good,Lopezberg,Small,2024-02-11,brownlarry@example.com,Net 30,True,Low,Low,Biennial,Fixed
V0735,"Moyer, Webster and Collins",HR,Recruiting,9.06,Poor,East Terrance,Medium,2023-09-13,kelly08@example.net,Net 45,False,Medium,Low,Biennial,Negotiated
V0736,"Gregory, Brown and Hunter",IT,Hardware,9.06,Poor,South Mauriceborough,Small,2023-10-12,kristenpeterson@example.net,Net 30,True,Medium,High,Annual,Fixed
V0737,Neal-Holden,Marketing,Events,4.55,Average,Melissashire,Large,2023-02-17,robert21@example.com,Net 45,True,Medium,Medium,Biennial,Fixed
V0738,Crawford Inc,Facilities,Maintenance,0.81,Poor,Lake Jerry,Small,2023-09-29,johnnavarro@example.com,Net 30,True,High,Low,Annual,Negotiated
V0739,"Bennett, Ross and Mckenzie",Marketing,SEO,4.1,Poor,West Alejandrostad,Medium,2022-06-25,thomasscott@example.net,Net 45,True,Low,High,Annual,Negotiated
V0740,"Durham, Ward and Hester",Marketing,Digital Ads,1.99,Average,East Justin,Small,2022-11-19,jennifer58@example.org,Net 60,True,High,Low,Annual,Negotiated
V0741,Gonzalez and Sons,IT,Hardware,1.66,Poor,Reneetown,Small,2024-03-08,nicholascobb@example.org,Net 60,True,Low,Medium,Annual,CPI Linked
V0742,Boyle-Torres,IT,Cloud,0.82,Good,West Lisa,Medium,2023-10-28,shelleyrowland@example.net,Net 30,False,Medium,Medium,Annual,CPI Linked
V0743,Johns-Jones,IT,Software,6.1,Poor,East Laura,Large,2022-10-28,ubenson@example.net,Net 45,True,High,Medium,Annual,CPI Linked
V0744,Rowland-Sanchez,HR,Recruiting,2.09,Good,Port Christinaborough,Small,2024-03-26,kristine53@example.org,Net 30,False,Low,Low,Annual,Negotiated
V0745,"Flynn, Salas and York",IT,Hardware,0.28,Poor,Clarkland,Small,2024-02-01,ngibbs@example.org,Net 60,True,Medium,High,Annual,Fixed
V0746,Romero Ltd,HR,Training,7.01,Average,Victormouth,Large,2022-10-19,jennifer87@example.net,Net 45,False,High,Low,Biennial,CPI Linked
V0747,Wells-Perkins,IT,Hardware,0.66,Good,East Jeffreyborough,Large,2023-05-19,randytorres@example.com,Net 60,False,High,Low,Annual,CPI Linked
V0748,"Moore, Kirby and Scott",IT,Cloud,8.66,Poor,East Karenport,Small,2023-05-13,jerry07@example.net,Net 60,True,Low,Low,Biennial,CPI Linked
V0749,"Rogers, Hayes and Reynolds",IT,Hardware,7.11,Average,Lindamouth,Medium,2022-12-31,cjohnson@example.org,Net 45,False,Medium,Low,Annual,Negotiated
V0750,Brewer-Howard,Marketing,SEO,7.31,Poor,West Meganhaven,Small,2023-07-31,hartmansara@example.org,Net 30,True,High,High,Biennial,CPI Linked
V0751,Jones Inc,Marketing,SEO,9.46,Poor,West James,Small,2023-02-12,kevin43@example.net,Net 30,False,High,High,Biennial,Negotiated
V0752,"Bolton, Murillo and Goodwin",IT,Software,0.93,Good,Alanport,Medium,2023-01-06,krista66@example.net,Net 60,False,Medium,Medium,Annual,Negotiated
V0753,"Smith, Valdez and Hays",Facilities,Cleaning,1.33,Average,Port Raymond,Small,2022-11-25,thomasblack@example.net,Net 60,False,High,High,Biennial,Negotiated
V0754,Sharp-Murray,HR,Recruiting,7.01,Poor,West Meganchester,Medium,2024-01-21,cclark@example.net,Net 45,True,Low,High,Biennial,Negotiated
V0755,Brooks PLC,Operations,Utilities,7.16,Poor,West Sherry,Medium,2022-06-09,wcochran@example.com,Net 45,False,Medium,High,Biennial,Fixed
V0756,Barnes Ltd,HR,Recruiting,1.79,Good,Farmerside,Large,2023-01-20,brenda90@example.org,Net 60,False,Medium,Medium,Biennial,Fixed
V0757,Rowland LLC,HR,Training,6.61,Poor,Bairdborough,Large,2023-04-01,fergusonjacob@example.org,Net 45,True,High,High,Annual,Fixed
V0758,Hudson-Hayes,Operations,Utilities,7.48,Good,Christopherville,Large,2023-11-08,antoniobarker@example.com,Net 60,True,Low,High,Biennial,Negotiated
V0759,Lopez Inc,HR,Training,6.34,Average,Campbellbury,Medium,2023-01-14,gibsonmiguel@example.org,Net 30,False,Low,Low,Biennial,Fixed
V0760,Murphy Group,IT,Software,7.75,Poor,Mooreville,Small,2022-09-10,emendoza@example.com,Net 30,False,High,Medium,Annual,Fixed
V0761,Anderson and Sons,HR,Recruiting,2.09,Poor,Ryanfort,Large,2022-10-03,briana87@example.com,Net 45,False,Medium,High,Biennial,Negotiated
V0762,Smith and Sons,Operations,Logistics,0.88,Poor,Brownfurt,Large,2023-09-14,aliciakent@example.com,Net 60,True,Medium,Medium,Annual,Negotiated
V0763,Ford-Williams,Facilities,Maintenance,3.35,Good,West Debbiemouth,Large,2023-02-26,peter26@example.org,Net 45,True,Medium,High,Annual,CPI Linked
V0764,Yoder Ltd,Facilities,Cleaning,4.19,Poor,Ellisburgh,Small,2023-11-26,longsonya@example.org,Net 45,True,Low,Low,Biennial,Fixed
V0765,Hill Ltd,IT,Software,7.51,Average,Elizabethland,Small,2023-11-26,reginajenkins@example.net,Net 45,False,Medium,Low,Annual,Negotiated
V0766,Carney Inc,HR,Training,9.33,Average,New Katiemouth,Small,2023-04-16,nmartin@example.net,Net 60,False,Low,Medium,Annual,CPI Linked
V0767,Murray Inc,HR,Recruiting,8.28,Average,Jamesfurt,Medium,2024-03-27,randysmith@example.org,Net 60,True,Medium,High,Biennial,Negotiated
V0768,"Stark, Murphy and Goodman",Operations,Logistics,4.57,Poor,Murrayland,Small,2023-08-01,jenniferkim@example.com,Net 60,True,Low,Low,Annual,Negotiated
V0769,Skinner-Jackson,Operations,Utilities,2.36,Good,New Craigport,Large,2022-09-06,qjackson@example.org,Net 45,True,Medium,High,Biennial,Fixed
V0770,"Nelson, Alexander and Thompson",IT,Software,3.22,Good,Lake Amandamouth,Large,2023-11-25,copelandlisa@example.net,Net 30,False,Low,Low,Biennial,CPI Linked
V0771,"Moran, Prince and Myers",Operations,Logistics,9.07,Poor,Scotttown,Small,2022-07-09,pwang@example.com,Net 45,False,Low,Low,Biennial,CPI Linked
V0772,Gonzalez Inc,Facilities,Maintenance,9.79,Poor,Johnsontown,Medium,2023-02-18,erinbrown@example.org,Net 60,True,Medium,High,Biennial,Negotiated
V0773,"Jackson, Jackson and Perry",Facilities,Cleaning,2.92,Good,Port Markside,Large,2023-10-01,colleenvilla@example.com,Net 30,False,Low,Low,Biennial,Fixed
V0774,Martinez-Lewis,Marketing,Digital Ads,6.01,Poor,Marcustown,Medium,2023-04-10,alexander37@example.org,Net 45,False,Low,High,Biennial,Negotiated
V0775,Barrett LLC,Operations,Utilities,3.37,Poor,Bradleyborough,Medium,2023-04-17,katrina71@example.net,Net 60,False,High,Low,Annual,Fixed
V0776,"Moody, Nielsen and Carroll",Marketing,Digital Ads,3.32,Good,Susanmouth,Medium,2023-10-05,xgregory@example.net,Net 45,False,Medium,Low,Biennial,CPI Linked
V0777,Rivera Ltd,Operations,Logistics,5.11,Average,Tiffanyfort,Medium,2022-07-24,andres97@example.com,Net 45,False,High,Low,Annual,Fixed
V0778,"Davidson, Hall and Matthews",Operations,Utilities,4.75,Average,East Andrewville,Large,2023-01-27,joanntodd@example.net,Net 45,False,Low,Medium,Annual,Fixed
V0779,Brown LLC,IT,Hardware,0.7,Poor,Phillipsberg,Medium,2023-03-20,dawnyoung@example.net,Net 45,False,Low,High,Annual,Fixed
V0780,"Hinton, Wallace and Wiley",Operations,Utilities,3.11,Average,West Lonnie,Large,2024-02-03,meyertiffany@example.net,Net 45,False,Low,Low,Biennial,Fixed
V0781,Christensen-Perez,IT,Cloud,2.73,Average,Matthewborough,Medium,2023-07-25,knoxelizabeth@example.org,Net 30,False,Low,Medium,Biennial,Negotiated
V0782,"Horton, Walker and Salas",Operations,Logistics,9.75,Poor,Isaiahtown,Large,2022-07-22,mjones@example.org,Net 45,True,Low,Medium,Annual,Negotiated
V0783,"Braun, Mays and Martinez",HR,Recruiting,4.68,Average,New Ana,Medium,2024-02-09,joelmiller@example.net,Net 30,True,High,Medium,Annual,CPI Linked
V0784,Collins-Griffith,IT,Software,1.23,Average,South Gregory,Medium,2022-12-12,justin73@example.com,Net 30,True,Medium,Low,Biennial,Negotiated
V0785,Miller-Kaufman,Marketing,Events,0.25,Poor,Grayfort,Large,2023-05-10,vwagner@example.com,Net 45,True,High,High,Biennial,Fixed
V0786,Weiss Group,Operations,Utilities,7.28,Poor,Port Patrickland,Small,2024-01-12,brooke28@example.net,Net 45,False,High,Medium,Annual,Fixed
V0787,Scott Group,Facilities,Cleaning,0.3,Average,Shawnfurt,Large,2023-08-12,ijones@example.net,Net 45,False,Low,Low,Biennial,Negotiated
V0788,Gonzalez-Hendricks,Facilities,Cleaning,9.8,Poor,North Michellestad,Large,2023-06-18,zfrost@example.net,Net 30,True,Medium,High,Biennial,Fixed
V0789,Cruz-Parker,Marketing,SEO,1.88,Poor,South Nicoleville,Small,2023-03-27,jamesgraham@example.com,Net 30,False,High,Low,Biennial,Negotiated
V0790,"Bailey, Fletcher and Reid",HR,Recruiting,1.32,Good,Heatherfurt,Medium,2024-05-21,pfitzgerald@example.com,Net 45,True,High,High,Biennial,CPI Linked
V0791,Dorsey LLC,Facilities,Cleaning,5.73,Poor,Lake Elizabethberg,Small,2022-12-21,jblackburn@example.com,Net 45,False,High,Low,Annual,Fixed
V0792,Guzman Ltd,Operations,Logistics,7.32,Average,North Darryl,Large,2022-08-12,lsanders@example.org,Net 30,False,High,Low,Biennial,Negotiated
V0793,"Kent, Liu and Martin",HR,Training,8.81,Poor,Kingport,Large,2023-06-25,uwillis@example.com,Net 60,True,High,Low,Biennial,Fixed
V0794,"Booth, Rodriguez and Armstrong",Facilities,Maintenance,8.6,Poor,Lisaview,Small,2024-01-04,sarahsanders@example.com,Net 30,False,Low,Medium,Biennial,Fixed
V0795,Benitez Group,Operations,Utilities,7.3,Poor,North Chadchester,Medium,2023-07-14,upena@example.com,Net 30,True,High,Low,Biennial,Negotiated
V0796,Thompson and Sons,Operations,Logistics,6.11,Average,East Tom,Large,2023-06-27,hayeslisa@example.org,Net 45,False,High,High,Biennial,Fixed
V0797,Brown and Sons,IT,Cloud,0.24,Poor,West Tonya,Large,2024-04-09,nalexander@example.org,Net 30,True,Medium,High,Biennial,CPI Linked
V0798,"Martin, Carter and Gray",Operations,Logistics,9.51,Poor,Calebtown,Large,2023-08-30,timothychambers@example.org,Net 45,True,Medium,Low,Biennial,Negotiated
V0799,Brown Inc,HR,Recruiting,6.88,Good,North Jasontown,Medium,2023-03-20,sarah75@example.net,Net 60,True,Medium,Low,Annual,CPI Linked
V0800,Rogers-Maldonado,Marketing,SEO,9.29,Poor,Yvonnebury,Large,2023-03-09,dgray@example.com,Net 30,False,Low,Low,Biennial,Fixed
V0801,Drake-Smith,Operations,Logistics,9.18,Average,Hardyberg,Medium,2022-06-21,meltonjoshua@example.net,Net 45,True,High,Medium,Biennial,CPI Linked
V0802,Richardson PLC,Operations,Logistics,8.1,Poor,Robertsonborough,Medium,2022-06-04,allen50@example.net,Net 45,False,High,Medium,Annual,CPI Linked
V0803,Gregory-Hall,HR,Training,2.34,Poor,Rossland,Large,2023-02-27,ecrosby@example.net,Net 30,False,Low,Medium,Biennial,Fixed
V0804,"Stein, Navarro and Carter",Marketing,Events,1.4,Good,Lake Douglas,Small,2023-07-10,andersonlaura@example.com,Net 30,True,High,Low,Biennial,CPI Linked
V0805,"Davies, Archer and Owens",HR,Training,1.63,Good,Friedmanfort,Large,2023-10-29,johnjackson@example.net,Net 45,True,Low,High,Annual,Negotiated
V0806,"Davis, Graham and Baldwin",IT,Cloud,9.71,Average,West Raven,Large,2024-01-18,jeffrey47@example.net,Net 45,True,High,Low,Biennial,Negotiated
V0807,Wade PLC,IT,Cloud,6.99,Good,Davismouth,Medium,2024-04-09,sarahmiranda@example.net,Net 60,False,Medium,High,Annual,CPI Linked
V0808,Schneider Group,Operations,Utilities,9.18,Poor,Valdezside,Small,2024-03-27,ostokes@example.com,Net 45,True,High,Medium,Biennial,Negotiated
V0809,Carter Inc,Marketing,SEO,0.98,Average,West Joyborough,Medium,2024-01-01,berrydavid@example.com,Net 30,True,High,Low,Annual,CPI Linked
V0810,Ray-Smith,Operations,Utilities,7.11,Poor,New Amandafurt,Small,2023-04-27,kelsey28@example.net,Net 45,False,Low,High,Biennial,Negotiated
V0811,"Garza, Rodriguez and Smith",Facilities,Cleaning,8.71,Good,Stewartport,Large,2024-03-13,vincentbryant@example.net,Net 45,True,Medium,High,Annual,Negotiated
V0812,Thomas-Ortega,IT,Software,9.87,Good,New Lukehaven,Large,2023-11-18,hillmelanie@example.net,Net 45,True,High,Low,Biennial,Negotiated
V0813,Welch-Lewis,HR,Recruiting,2.9,Poor,Janetfurt,Small,2022-07-17,eric33@example.net,Net 45,True,Medium,Low,Biennial,Negotiated
V0814,"Williams, Grimes and White",Operations,Logistics,0.89,Good,Lunaport,Medium,2024-02-25,vickiekelley@example.com,Net 30,True,Medium,High,Annual,Negotiated
V0815,Gregory-Mooney,IT,Hardware,7.93,Good,Myershaven,Medium,2023-12-18,justin38@example.com,Net 30,True,High,Low,Biennial,Fixed
V0816,Anderson PLC,Facilities,Cleaning,5.71,Poor,Port Sarahport,Large,2023-05-23,barbararamos@example.com,Net 45,False,High,Medium,Biennial,Fixed
V0817,Merritt-Clark,Marketing,SEO,2.94,Good,Lake Denise,Small,2023-03-10,gregoryvanessa@example.org,Net 30,True,High,Low,Biennial,CPI Linked
V0818,Clements-Simmons,Facilities,Cleaning,9.9,Poor,North Cody,Small,2023-06-05,sierrawilson@example.net,Net 60,False,Low,Medium,Annual,CPI Linked
V0819,"Morgan, Hamilton and Hernandez",IT,Software,7.47,Good,Sanchezville,Large,2022-12-06,sburns@example.net,Net 60,False,Low,Low,Annual,CPI Linked
V0820,Delgado Group,HR,Recruiting,8.78,Average,Port Stevenfurt,Large,2023-01-01,hrichardson@example.org,Net 60,False,Medium,Low,Annual,Negotiated
V0821,Martinez Ltd,Marketing,Events,6.92,Poor,North Brenda,Medium,2023-08-20,vhill@example.org,Net 60,True,Medium,High,Annual,CPI Linked
V0822,"White, Washington and Newman",Facilities,Cleaning,7.16,Average,Evansberg,Medium,2022-08-18,bryan82@example.com,Net 60,True,Medium,Medium,Annual,Negotiated
V0823,"Smith, Hawkins and Herrera",IT,Hardware,3.87,Good,Brownshire,Medium,2023-07-25,molinajared@example.net,Net 45,True,Low,Medium,Biennial,Negotiated
V0824,White PLC,HR,Training,9.5,Average,North Angela,Small,2024-02-13,david29@example.org,Net 60,False,Medium,Low,Biennial,Negotiated
V0825,"Martin, Hart and York",IT,Cloud,9.08,Average,North Tinahaven,Large,2023-01-19,tammy26@example.net,Net 60,True,Medium,Low,Biennial,Fixed
V0826,Wright Inc,HR,Recruiting,3.47,Poor,Donnamouth,Small,2022-09-18,hneal@example.com,Net 60,True,Medium,Medium,Biennial,Negotiated
V0827,"Medina, Clark and Garcia",Marketing,Digital Ads,7.11,Good,East Benjaminberg,Large,2023-01-20,susanguzman@example.org,Net 45,False,Low,Low,Biennial,Fixed
V0828,"Howard, Anderson and Dean",Facilities,Maintenance,9.42,Average,New Jonathanfurt,Large,2023-10-19,ricardomiller@example.com,Net 45,False,High,Medium,Annual,Fixed
V0829,"Coleman, Neal and Herrera",Facilities,Cleaning,8.18,Good,Lake Jessicaborough,Small,2023-12-08,anne89@example.org,Net 60,True,High,Medium,Biennial,CPI Linked
V0830,Underwood-Stewart,IT,Cloud,8.26,Good,Graybury,Large,2022-08-01,david18@example.com,Net 60,False,Medium,High,Biennial,Fixed
V0831,Murphy Inc,Marketing,Events,0.17,Average,Reginaview,Medium,2022-09-23,joshuagarcia@example.org,Net 60,True,Medium,High,Annual,Negotiated
V0832,Lynn-Patton,Operations,Utilities,1.16,Poor,East Alishaport,Small,2023-09-02,wdavis@example.net,Net 30,True,Low,High,Biennial,Fixed
V0833,"Grimes, Arnold and Lawson",Marketing,Events,3.94,Poor,East Louisfurt,Large,2022-10-20,linda88@example.net,Net 30,True,Low,High,Annual,Negotiated
V0834,Woods-Anderson,Facilities,Maintenance,0.16,Poor,Lake Williamberg,Small,2023-10-25,douglasbradley@example.com,Net 60,False,Medium,High,Biennial,Negotiated
V0835,Sellers Ltd,Marketing,Events,3.59,Average,Jasminebury,Medium,2023-11-10,lmann@example.com,Net 60,False,Medium,High,Annual,Fixed
V0836,Lindsey-Shaw,Marketing,Digital Ads,8.57,Poor,Stephaniehaven,Small,2023-12-12,kevinhodge@example.com,Net 30,False,Medium,Medium,Annual,CPI Linked
V0837,Townsend-Bruce,Facilities,Cleaning,5.92,Good,North Jessicaland,Large,2022-10-08,millerjustin@example.com,Net 45,True,Medium,Low,Biennial,Fixed
V0838,Hayden Group,HR,Recruiting,2.43,Poor,South Tyler,Small,2023-11-16,sullivanchristina@example.net,Net 30,False,Medium,Medium,Annual,CPI Linked
V0839,Klein Ltd,HR,Training,0.61,Poor,Johnhaven,Small,2023-11-15,lawsontami@example.net,Net 30,False,Medium,Low,Biennial,Fixed
V0840,"Mckee, Thompson and Richardson",IT,Software,3.24,Average,New Michael,Small,2022-07-11,ksimpson@example.com,Net 30,True,Medium,High,Annual,Fixed
V0841,Morgan Ltd,HR,Recruiting,7.13,Poor,Port Amber,Medium,2024-01-18,robertstimothy@example.com,Net 30,False,Low,Medium,Annual,Negotiated
V0842,Smith Ltd,Facilities,Maintenance,7.29,Average,Robinsonport,Small,2024-05-23,wallspatricia@example.com,Net 60,True,Medium,Low,Biennial,Fixed
V0843,Kelly PLC,Marketing,SEO,7.03,Average,Murphystad,Small,2022-08-24,baileyjennifer@example.com,Net 60,False,Low,Medium,Biennial,Fixed
V0844,Smith-Jordan,IT,Software,7.11,Average,North Allison,Large,2024-04-29,robertgentry@example.org,Net 45,True,High,Medium,Annual,Fixed
V0845,Hammond LLC,Facilities,Maintenance,8.98,Poor,South Randall,Large,2023-01-20,ross28@example.com,Net 45,True,Low,High,Biennial,Negotiated
V0846,Mayo Ltd,HR,Training,1.63,Poor,Martinstad,Medium,2024-01-03,tsmith@example.org,Net 30,False,High,High,Biennial,Negotiated
V0847,Lopez Inc,IT,Software,9.55,Average,South Robert,Medium,2023-02-14,martinjames@example.com,Net 30,True,Medium,Medium,Annual,CPI Linked
